client_id,process_step,Variation_x,success,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,Variation_y
6946092,start,Control,0,8.0,106.0,50.0,M,2.0,158689.62,0.0,3.0,Control
6948185,start,Control,0,7.0,88.0,51.0,U,2.0,157730.90999999997,2.0,5.0,Control
6948287,start,Test,0,14.0,179.0,55.0,F,3.0,51160.21,0.0,3.0,Test
6948425,start,Control,0,6.0,76.0,55.0,M,2.0,56223.92999999999,1.0,4.0,Control
6948811,start,Test,0,14.0,168.0,24.0,U,2.0,30229.02,0.0,3.0,Test
6949619,start,Control,0,8.0,99.0,65.0,U,2.0,46099.66,2.0,5.0,Control
6949668,start,Control,0,22.0,271.0,61.0,M,3.0,947918.36,4.0,7.0,Control
6950569,start,Control,0,21.0,262.0,67.0,M,2.0,72200.01,3.0,6.0,Control
6951355,start,Control,0,7.0,89.0,60.0,M,3.0,174721.27000000002,6.0,9.0,Control
6952282,start,Control,0,13.0,167.0,33.0,M,3.0,327363.6,5.0,9.0,Control
6953063,start,Control,0,5.0,60.0,58.0,U,3.0,59213.81,2.0,5.0,Control
6953767,start,Control,0,19.0,235.0,57.0,U,3.0,117905.18,1.0,4.0,Control
6954073,start,Control,0,33.0,401.0,53.0,F,3.0,333542.9,6.0,9.0,Control
6954857,start,Control,0,22.0,271.0,69.0,F,2.0,136121.66999999998,1.0,7.0,Control
6954909,start,Test,0,5.0,71.0,51.0,U,2.0,38663.17,4.0,7.0,Test
6955685,start,Test,0,4.0,57.0,55.0,U,2.0,68735.17,0.0,3.0,Test
6955702,start,Control,0,6.0,81.0,31.0,U,2.0,43523.27,6.0,9.0,Control
6956962,start,Test,0,5.0,70.0,30.0,U,2.0,31312.8,0.0,3.0,Test
6956983,start,Test,0,10.0,125.0,35.0,M,2.0,37028.05,1.0,4.0,Test
6957468,start,Control,0,4.0,58.0,44.0,U,2.0,37705.03,1.0,4.0,Control
6958749,start,Test,0,5.0,66.0,62.0,F,2.0,286172.29,1.0,4.0,Test
6958779,start,Control,0,7.0,91.0,38.0,U,2.0,66391.73999999999,5.0,8.0,Control
6958917,start,Control,0,5.0,71.0,30.0,U,2.0,48231.89,1.0,4.0,Control
6959043,start,Control,0,23.0,277.0,46.0,M,2.0,139693.19,6.0,9.0,Control
6959348,start,Test,0,10.0,126.0,61.0,F,3.0,65539.35,1.0,4.0,Test
6960692,start,Control,0,7.0,84.0,68.0,U,2.0,41298.53,6.0,9.0,Control
6961361,start,Control,0,21.0,255.0,72.0,F,2.0,29405.4,6.0,9.0,Control
6962063,start,Test,0,14.0,179.0,78.0,U,2.0,206288.3,4.0,7.0,Test
6962136,start,Test,0,11.0,138.0,36.0,M,3.0,98261.6,3.0,6.0,Test
6963245,start,Control,0,6.0,74.0,46.0,U,2.0,105936.99,0.0,3.0,Control
6964981,start,Control,0,5.0,70.0,56.0,U,2.0,64115.64,6.0,9.0,Control
6965031,start,Test,0,7.0,87.0,60.0,U,2.0,27048.6,6.0,9.0,Test
6965039,start,Test,0,15.0,182.0,35.0,M,3.0,173344.78999999998,6.0,9.0,Test
6965517,start,Control,0,14.0,173.0,58.0,F,2.0,31939.53,3.0,6.0,Control
6966338,start,Control,0,11.0,142.0,50.0,F,2.0,51175.85,1.0,4.0,Control
6968092,start,Control,0,13.0,157.0,48.0,M,2.0,533243.96,3.0,6.0,Control
6968533,start,Test,0,17.0,214.0,45.0,M,2.0,29572.91,1.0,4.0,Test
6968851,start,Control,0,5.0,71.0,64.0,U,2.0,31897.44,0.0,3.0,Control
6969324,start,Test,0,25.0,300.0,62.0,F,3.0,250875.5,1.0,4.0,Test
6969340,start,Test,0,16.0,194.0,43.0,F,2.0,62256.57,1.0,4.0,Test
6970791,start,Control,0,21.0,263.0,74.0,U,2.0,171260.03999999998,6.0,9.0,Control
6971271,start,Test,0,6.0,83.0,59.0,U,2.0,66982.54000000001,0.0,3.0,Test
6971559,start,Test,0,14.0,178.0,52.0,M,2.0,352141.02,4.0,7.0,Test
6971584,start,Control,0,12.0,145.0,34.0,M,2.0,120257.29,6.0,9.0,Control
6972015,start,Control,0,26.0,318.0,68.0,F,4.0,3061513.05,3.0,8.0,Control
6972057,start,Control,0,12.0,151.0,32.0,F,2.0,31599.56,0.0,3.0,Control
6974095,start,Control,0,11.0,139.0,28.0,M,2.0,70610.23,2.0,5.0,Control
6974352,start,Control,0,12.0,145.0,31.0,M,2.0,69541.26,5.0,8.0,Control
6974637,start,Control,0,13.0,167.0,50.0,M,2.0,62286.87,1.0,4.0,Control
6974740,start,Control,0,23.0,283.0,54.0,F,4.0,1812697.55,6.0,9.0,Control
6978834,start,Control,0,14.0,177.0,58.0,F,2.0,434927.3,0.0,3.0,Control
6979219,start,Control,0,35.0,430.0,70.0,M,3.0,105169.87,6.0,9.0,Control
6979480,start,Control,0,9.0,109.0,62.0,F,2.0,477339.85,0.0,3.0,Control
6980657,start,Control,0,15.0,186.0,63.0,M,2.0,92357.64,6.0,9.0,Control
6980919,start,Test,0,7.0,94.0,26.0,U,2.0,36836.85,6.0,9.0,Test
6981372,start,Control,0,6.0,82.0,29.0,U,2.0,41361.24,2.0,5.0,Control
6983357,start,Test,0,12.0,154.0,34.0,M,2.0,74827.45999999999,0.0,3.0,Test
6983389,start,Control,0,26.0,319.0,50.0,M,2.0,237962.32,1.0,4.0,Control
6983793,start,Control,0,23.0,284.0,57.0,M,3.0,300678.2,5.0,8.0,Control
6984141,start,Control,0,33.0,407.0,58.0,M,3.0,955345.09,6.0,9.0,Control
6984142,start,Control,0,5.0,67.0,50.0,U,3.0,65896.95999999999,5.0,8.0,Control
6985473,start,Control,0,15.0,189.0,49.0,M,3.0,305565.4,3.0,6.0,Control
6986050,start,Control,0,18.0,221.0,40.0,F,2.0,155396.44,0.0,3.0,Control
6986382,start,Test,0,15.0,180.0,53.0,M,2.0,286973.4,2.0,5.0,Test
6986408,start,Test,0,21.0,253.0,49.0,F,2.0,122467.0,6.0,9.0,Test
6986441,start,Test,0,23.0,286.0,66.0,M,2.0,228565.55,0.0,4.0,Test
6987498,start,Test,0,4.0,55.0,23.0,U,2.0,31996.17,1.0,4.0,Test
6987572,start,Test,0,10.0,127.0,58.0,M,2.0,119098.61,4.0,7.0,Test
6990863,start,Test,0,6.0,73.0,70.0,U,2.0,339660.84,3.0,6.0,Test
6991815,start,Control,0,7.0,85.0,33.0,U,2.0,42953.61,5.0,8.0,Control
6991948,start,Test,0,13.0,161.0,47.0,F,2.0,475881.98,0.0,3.0,Test
6992079,start,Control,0,15.0,190.0,69.0,F,2.0,127015.23,2.0,5.0,Control
6992523,start,Test,0,4.0,58.0,32.0,U,2.0,46518.11,4.0,7.0,Test
6993228,start,Test,0,7.0,88.0,67.0,M,2.0,35755.71,3.0,6.0,Test
6993327,start,Test,0,13.0,163.0,55.0,M,2.0,106342.15,3.0,6.0,Test
6993367,start,Test,0,20.0,240.0,60.0,M,3.0,676416.88,4.0,7.0,Test
6993533,start,Control,0,6.0,83.0,32.0,U,2.0,34618.17,2.0,5.0,Control
6993828,start,Control,0,6.0,82.0,67.0,U,2.0,49868.47,2.0,6.0,Control
6995051,start,Control,0,16.0,192.0,50.0,F,2.0,114779.21,2.0,5.0,Control
6995732,start,Control,0,21.0,253.0,69.0,F,4.0,458916.44,0.0,3.0,Control
6996375,step_1,Test,0,14.0,173.0,58.0,M,2.0,304632.4,3.0,6.0,Test
6996763,start,Control,0,15.0,191.0,54.0,F,2.0,78260.04000000001,2.0,5.0,Control
6997112,start,Control,0,22.0,265.0,69.0,M,2.0,216384.97,5.0,8.0,Control
6997573,start,Control,0,12.0,155.0,54.0,F,2.0,27577.64,1.0,4.0,Control
6999909,start,Test,0,5.0,67.0,54.0,U,2.0,39203.58,6.0,9.0,Test
7000550,start,Control,0,5.0,64.0,23.0,U,2.0,44516.35,5.0,8.0,Control
7000685,start,Test,0,13.0,167.0,36.0,M,2.0,38972.55,6.0,9.0,Test
7000918,start,Test,0,4.0,59.0,25.0,U,2.0,114293.63,6.0,9.0,Test
7004930,start,Test,0,11.0,143.0,41.0,F,2.0,39977.5,0.0,4.0,Test
7005603,start,Control,0,23.0,276.0,70.0,F,2.0,54346.41,5.0,8.0,Control
7005828,start,Test,0,14.0,176.0,45.0,M,2.0,26700.35,0.0,3.0,Test
7005830,start,Control,0,6.0,80.0,32.0,U,2.0,26350.5,0.0,3.0,Control
7006991,start,Test,0,8.0,104.0,36.0,F,2.0,72604.07,6.0,9.0,Test
7007005,start,Control,0,17.0,215.0,42.0,M,2.0,92696.34,0.0,3.0,Control
7008613,start,Control,0,4.0,57.0,46.0,U,3.0,916050.06,0.0,3.0,Control
7009243,start,Test,0,4.0,56.0,41.0,U,2.0,30649.46,2.0,5.0,Test
7011180,start,Control,0,11.0,139.0,33.0,F,3.0,79597.54999999999,3.0,6.0,Control
7011684,start,Test,0,6.0,73.0,46.0,F,2.0,34809.82,0.0,3.0,Test
7012371,start,Test,0,6.0,81.0,26.0,U,2.0,59090.96,6.0,9.0,Test
7013671,start,Test,0,5.0,70.0,66.0,M,2.0,38475.7,0.0,3.0,Test
7014976,start,Control,0,5.0,69.0,57.0,U,2.0,132172.03,0.0,3.0,Control
7015044,start,Control,0,12.0,145.0,63.0,F,2.0,49782.16,3.0,6.0,Control
7015071,start,Control,0,10.0,129.0,64.0,F,2.0,520636.4,6.0,9.0,Control
7016024,start,Control,0,6.0,73.0,68.0,U,2.0,28221.23,0.0,3.0,Control
7016758,start,Control,0,26.0,319.0,57.0,F,2.0,313282.53,0.0,3.0,Control
7017113,start,Control,0,13.0,161.0,89.0,F,2.0,259467.91,0.0,3.0,Control
7017572,start,Test,0,8.0,104.0,22.0,F,2.0,29197.62,4.0,7.0,Test
7017598,start,Control,0,20.0,242.0,74.0,M,3.0,115948.88,6.0,9.0,Control
7017800,start,Control,0,12.0,145.0,38.0,M,2.0,31644.96,1.0,4.0,Control
7018373,start,Control,0,18.0,218.0,54.0,M,2.0,55643.73,6.0,9.0,Control
7018576,start,Control,0,13.0,157.0,54.0,F,2.0,44037.27,6.0,9.0,Control
7019406,start,Test,0,5.0,66.0,60.0,F,2.0,117442.49,2.0,5.0,Test
7019589,start,Test,0,16.0,195.0,71.0,M,2.0,151655.41,6.0,9.0,Test
7020801,start,Control,0,6.0,73.0,25.0,F,2.0,41388.89,2.0,5.0,Control
7020827,start,Control,0,14.0,169.0,65.0,M,2.0,77161.86,0.0,3.0,Control
7020952,start,Control,0,4.0,58.0,26.0,U,3.0,117959.44,2.0,5.0,Control
7021345,start,Control,0,18.0,226.0,57.0,F,2.0,65245.97,0.0,3.0,Control
7021458,start,Test,0,14.0,179.0,69.0,F,2.0,36892.15,1.0,4.0,Test
7023561,start,Control,0,6.0,82.0,18.0,U,2.0,35161.52,0.0,3.0,Control
7024103,start,Control,0,8.0,99.0,67.0,F,2.0,118356.09,6.0,9.0,Control
7024149,start,Control,0,4.0,57.0,67.0,M,3.0,142113.74,5.0,8.0,Control
7026350,start,Test,0,32.0,392.0,55.0,M,2.0,52094.23,3.0,6.0,Test
7026988,start,Test,0,10.0,126.0,31.0,F,2.0,35543.52,1.0,4.0,Test
7027974,start,Test,0,14.0,178.0,65.0,F,2.0,52279.73,2.0,5.0,Test
7028952,start,Control,0,26.0,322.0,71.0,F,2.0,96811.27,5.0,8.0,Control
7029595,start,Test,0,14.0,170.0,64.0,M,2.0,113405.16,5.0,8.0,Test
7029753,start,Test,0,6.0,73.0,27.0,U,2.0,29066.46,0.0,3.0,Test
7031731,start,Control,0,5.0,69.0,32.0,U,2.0,34973.2,6.0,9.0,Control
7032338,start,Test,0,15.0,189.0,62.0,F,2.0,32546.06,3.0,6.0,Test
7032639,start,Control,0,20.0,249.0,30.0,M,2.0,41919.98,3.0,6.0,Control
7033293,start,Control,0,5.0,65.0,18.0,U,2.0,24115.13,2.0,5.0,Control
7033412,start,Test,0,4.0,58.0,59.0,U,2.0,50093.15,2.0,5.0,Test
7033750,start,Control,0,6.0,78.0,43.0,U,2.0,35789.6,2.0,5.0,Control
7034343,start,Test,0,17.0,205.0,43.0,M,2.0,29542.51,2.0,5.0,Test
7034453,start,Control,0,16.0,197.0,43.0,F,2.0,29037.21,0.0,3.0,Control
7035391,start,Control,0,6.0,72.0,29.0,U,2.0,50771.42,6.0,9.0,Control
7036222,start,Test,0,4.0,54.0,35.0,U,2.0,31239.83,1.0,4.0,Test
7037532,start,Test,0,8.0,97.0,50.0,U,2.0,629803.87,5.0,8.0,Test
7037641,start,Control,0,6.0,79.0,37.0,U,5.0,492558.54,6.0,9.0,Control
7038132,start,Test,0,15.0,191.0,47.0,M,3.0,677792.2300000001,5.0,8.0,Test
7040762,start,Control,0,10.0,124.0,54.0,M,2.0,35221.44,2.0,5.0,Control
7040773,start,Test,0,6.0,79.0,37.0,U,2.0,49973.94,4.0,7.0,Test
7041596,start,Control,0,13.0,167.0,68.0,M,2.0,1134115.35,4.0,7.0,Control
7041624,start,Control,0,17.0,214.0,75.0,F,2.0,131204.15,0.0,3.0,Control
7041718,start,Control,0,9.0,118.0,37.0,M,2.0,74319.17,3.0,6.0,Control
7041765,start,Test,0,4.0,59.0,50.0,M,2.0,39347.13,4.0,7.0,Test
7041913,start,Test,0,18.0,219.0,57.0,F,2.0,52433.94,1.0,4.0,Test
7042336,start,Control,0,20.0,241.0,44.0,F,2.0,101064.56,6.0,9.0,Control
7042844,start,Control,0,8.0,96.0,60.0,U,2.0,84753.17,5.0,8.0,Control
7042897,start,Control,0,20.0,248.0,43.0,F,4.0,68073.29000000001,5.0,8.0,Control
7045297,start,Test,0,10.0,120.0,51.0,M,2.0,44072.25,1.0,5.0,Test
7045696,start,Control,0,6.0,78.0,46.0,U,3.0,69651.7,6.0,9.0,Control
7045777,start,Test,0,20.0,249.0,72.0,F,2.0,86608.62,2.0,5.0,Test
7046019,start,Test,0,13.0,161.0,60.0,M,2.0,41160.97,6.0,9.0,Test
7046904,start,Test,0,5.0,64.0,21.0,U,2.0,27212.86,3.0,6.0,Test
7047598,start,Test,0,6.0,82.0,42.0,U,2.0,71097.95999999999,6.0,9.0,Test
7048091,start,Control,0,14.0,169.0,36.0,M,3.0,71627.47,3.0,6.0,Control
7048151,start,Control,0,10.0,122.0,48.0,F,2.0,120925.36,1.0,5.0,Control
7048275,start,Test,0,14.0,177.0,39.0,F,2.0,36829.39,6.0,9.0,Test
7048974,start,Control,0,18.0,223.0,78.0,M,2.0,395656.91,6.0,9.0,Control
7049106,start,Test,0,17.0,206.0,64.0,F,3.0,237685.57,4.0,7.0,Test
7049913,start,Control,0,20.0,250.0,26.0,M,2.0,37894.0,1.0,4.0,Control
7050923,start,Control,0,6.0,83.0,62.0,U,2.0,39488.96,2.0,5.0,Control
7050974,start,Test,0,10.0,122.0,26.0,F,2.0,74291.12,6.0,9.0,Test
7051124,start,Test,0,9.0,110.0,36.0,F,2.0,24326.13,0.0,3.0,Test
7051206,start,Control,0,7.0,88.0,66.0,U,2.0,80912.54000000001,2.0,5.0,Control
7051278,start,Control,0,15.0,187.0,54.0,F,2.0,48191.84,0.0,3.0,Control
7051612,start,Test,0,22.0,273.0,27.0,F,2.0,41434.09,6.0,9.0,Test
7051626,start,Test,0,15.0,184.0,39.0,M,2.0,76651.2,2.0,5.0,Test
7052143,start,Control,0,11.0,141.0,66.0,F,2.0,34398.19,1.0,4.0,Control
7052152,start,Test,0,28.0,347.0,24.0,M,2.0,681851.0800000001,3.0,6.0,Test
7052500,start,Test,0,10.0,126.0,78.0,F,2.0,283345.03,6.0,9.0,Test
7052554,start,Test,0,13.0,167.0,64.0,M,3.0,181790.42,6.0,9.0,Test
7052917,start,Control,0,23.0,286.0,67.0,F,3.0,92526.67,1.0,6.0,Control
7053642,start,Test,0,13.0,167.0,45.0,F,2.0,27985.7,0.0,3.0,Test
7053935,start,Control,0,4.0,59.0,24.0,U,2.0,55722.53999999999,2.0,5.0,Control
7054527,start,Control,0,16.0,194.0,47.0,F,2.0,32342.44,5.0,8.0,Control
7054811,start,Test,0,6.0,78.0,66.0,U,2.0,449838.21,6.0,9.0,Test
7055378,start,Test,0,5.0,64.0,28.0,M,2.0,43857.72,4.0,7.0,Test
7056103,start,Test,0,20.0,242.0,61.0,U,3.0,690735.41,4.0,7.0,Test
7056854,start,Test,0,13.0,158.0,36.0,M,2.0,153714.69,4.0,7.0,Test
7057752,start,Control,0,23.0,278.0,49.0,F,2.0,172578.22999999998,4.0,7.0,Control
7058860,start,Control,0,4.0,57.0,44.0,U,2.0,37003.32,2.0,5.0,Control
7059321,start,Control,0,5.0,65.0,39.0,M,3.0,40472.56,0.0,3.0,Control
7059333,start,Control,0,11.0,141.0,27.0,M,2.0,55408.49,6.0,9.0,Control
7059880,start,Control,0,16.0,202.0,44.0,F,3.0,35619.81,1.0,4.0,Control
7060578,start,Control,0,9.0,119.0,50.0,F,3.0,177642.66999999998,4.0,7.0,Control
7060854,start,Test,0,15.0,189.0,54.0,F,2.0,292510.95,5.0,8.0,Test
7062086,start,Test,0,12.0,147.0,31.0,F,4.0,123130.71,6.0,9.0,Test
7062479,start,Control,0,6.0,75.0,61.0,M,2.0,55562.3,0.0,3.0,Control
7063198,start,Test,0,11.0,138.0,69.0,F,2.0,215366.92,5.0,8.0,Test
7063316,start,Control,0,17.0,207.0,73.0,M,2.0,311970.77,5.0,8.0,Control
7063896,start,Control,0,22.0,265.0,57.0,M,3.0,62992.43,0.0,3.0,Control
7064120,start,Test,0,5.0,70.0,64.0,F,4.0,169503.38,6.0,9.0,Test
7064150,start,Control,0,17.0,204.0,56.0,F,2.0,42044.7,0.0,3.0,Control
7064555,start,Test,0,6.0,79.0,23.0,U,2.0,96670.71,6.0,9.0,Test
7065877,start,Control,0,17.0,208.0,46.0,U,2.0,92161.64,6.0,9.0,Control
7066459,start,Control,0,16.0,202.0,47.0,M,2.0,125622.74,4.0,7.0,Control
7066530,start,Control,0,5.0,70.0,60.0,U,2.0,45424.05,6.0,9.0,Control
7066840,start,Control,0,27.0,327.0,81.0,M,2.0,104210.76,1.0,4.0,Control
7070097,start,Test,0,11.0,133.0,53.0,M,2.0,8986419.77,6.0,9.0,Test
7070345,start,Control,0,18.0,227.0,68.0,F,2.0,58430.83,2.0,5.0,Control
7072566,start,Test,0,8.0,105.0,65.0,F,2.0,61211.72,0.0,3.0,Test
7072986,start,Test,0,4.0,54.0,59.0,U,2.0,116309.57,3.0,6.0,Test
7074200,start,Control,0,7.0,94.0,59.0,U,2.0,50611.14,0.0,3.0,Control
7074503,start,Test,0,26.0,315.0,53.0,F,2.0,79209.5,2.0,5.0,Test
7074837,start,Control,0,7.0,89.0,27.0,M,2.0,30363.08,6.0,9.0,Control
7076105,start,Control,0,13.0,161.0,63.0,F,2.0,51658.03,6.0,9.0,Control
7076267,start,Test,0,6.0,78.0,56.0,U,2.0,63490.19,0.0,3.0,Test
7076432,start,Control,0,8.0,106.0,53.0,M,2.0,59108.56,4.0,7.0,Control
7076854,start,Control,0,16.0,196.0,60.0,M,3.0,174346.05,5.0,8.0,Control
7077040,start,Control,0,15.0,180.0,59.0,U,2.0,244482.21,6.0,9.0,Control
7077317,start,Control,0,8.0,100.0,25.0,U,2.0,59385.71,1.0,4.0,Control
7080159,start,Control,0,16.0,192.0,57.0,F,2.0,141609.61,1.0,4.0,Control
7080641,start,Control,0,11.0,142.0,36.0,F,2.0,88450.53,1.0,4.0,Control
7081251,start,Test,0,5.0,70.0,69.0,U,2.0,40387.36,1.0,4.0,Test
7082132,start,Test,0,9.0,119.0,39.0,M,2.0,152128.24,0.0,3.0,Test
7082842,start,Test,0,11.0,140.0,42.0,M,2.0,46876.88,3.0,6.0,Test
7082928,start,Control,0,4.0,53.0,75.0,U,2.0,34886.89,0.0,3.0,Control
7084230,start,Test,0,5.0,65.0,36.0,F,3.0,137085.33000000002,3.0,6.0,Test
7084556,start,Test,0,10.0,131.0,22.0,M,2.0,27781.26,0.0,3.0,Test
7086173,start,Control,0,12.0,154.0,42.0,M,2.0,33487.56,0.0,3.0,Control
7090055,start,Control,0,24.0,299.0,82.0,F,2.0,25912.0,4.0,7.0,Control
7090843,start,Control,0,6.0,78.0,67.0,U,2.0,120551.33,4.0,7.0,Control
7091680,start,Test,0,7.0,88.0,28.0,U,2.0,97119.07,3.0,6.0,Test
7091988,start,Test,0,13.0,158.0,60.0,F,2.0,47530.73,3.0,6.0,Test
7092269,start,Test,0,12.0,155.0,43.0,M,2.0,31555.57,0.0,3.0,Test
7093835,start,Control,0,4.0,59.0,30.0,F,2.0,28662.7,0.0,3.0,Control
7094844,start,Test,0,24.0,289.0,75.0,M,3.0,384042.73,5.0,8.0,Test
7095078,start,Control,0,8.0,102.0,35.0,U,2.0,79491.12,3.0,6.0,Control
7095768,start,Test,0,15.0,191.0,54.0,F,2.0,100499.97,2.0,6.0,Test
7096018,start,Control,0,13.0,160.0,66.0,F,2.0,137352.77000000002,5.0,8.0,Control
7096353,start,Control,0,21.0,262.0,30.0,F,2.0,36549.87,2.0,5.0,Control
7096357,start,Control,0,12.0,145.0,42.0,M,2.0,133768.32,6.0,9.0,Control
7096671,start,Control,0,11.0,142.0,46.0,F,2.0,99170.38,5.0,8.0,Control
7097753,start,Control,0,28.0,336.0,59.0,U,2.0,91404.9,6.0,9.0,Control
7098068,start,Test,0,6.0,80.0,51.0,U,2.0,166274.44,0.0,3.0,Test
7098405,start,Control,0,23.0,276.0,73.0,F,2.0,188823.96,6.0,9.0,Control
7098988,start,Test,0,25.0,300.0,33.0,F,3.0,95998.1,3.0,6.0,Test
7099157,start,Test,0,7.0,85.0,40.0,U,2.0,61399.33,5.0,8.0,Test
7101029,start,Test,0,5.0,70.0,21.0,U,2.0,44355.5,2.0,5.0,Test
7101073,start,Test,0,13.0,156.0,44.0,M,2.0,44506.48,4.0,7.0,Test
7104005,start,Test,0,13.0,163.0,61.0,F,3.0,665919.8500000001,6.0,9.0,Test
7104158,start,Control,0,11.0,141.0,49.0,M,2.0,156537.65000000002,3.0,7.0,Control
7105238,start,Control,0,15.0,185.0,38.0,F,2.0,27705.06,0.0,3.0,Control
7105739,start,Control,0,7.0,87.0,22.0,M,3.0,73548.79999999999,6.0,9.0,Control
7105748,start,Test,0,14.0,168.0,44.0,U,3.0,75761.83,0.0,3.0,Test
7106140,start,Test,0,14.0,169.0,48.0,F,2.0,27729.74,3.0,9.0,Test
7106258,start,Test,0,12.0,149.0,27.0,M,2.0,30549.84,5.0,8.0,Test
7107386,start,Test,0,47.0,569.0,59.0,F,4.0,702465.04,2.0,5.0,Test
7107441,start,Test,0,6.0,82.0,50.0,U,2.0,71831.0,1.0,4.0,Test
7109374,start,Control,0,15.0,187.0,44.0,M,2.0,45214.55,3.0,6.0,Control
7109970,start,Control,0,6.0,73.0,63.0,U,2.0,383715.98,2.0,5.0,Control
7111860,start,Control,0,9.0,109.0,23.0,M,3.0,86830.97,6.0,9.0,Control
7112175,start,Test,0,5.0,65.0,39.0,U,2.0,52278.2,5.0,8.0,Test
7112284,start,Control,0,22.0,267.0,24.0,M,3.0,153691.63,6.0,9.0,Control
7112350,start,Test,0,9.0,119.0,68.0,F,2.0,276021.08,2.0,5.0,Test
7112909,start,Test,0,14.0,171.0,72.0,M,2.0,159370.22999999998,4.0,7.0,Test
7114816,start,Control,0,8.0,106.0,55.0,F,2.0,80098.72,6.0,9.0,Control
7116054,step_1,Control,0,4.0,59.0,60.0,U,2.0,39333.82,6.0,9.0,Control
7116465,start,Control,0,6.0,82.0,61.0,U,2.0,41865.7,2.0,5.0,Control
7116779,start,Control,0,13.0,160.0,51.0,F,2.0,27820.85,1.0,4.0,Control
7117011,start,Test,0,5.0,70.0,44.0,U,2.0,39845.5,4.0,7.0,Test
7117992,start,Control,0,23.0,286.0,43.0,M,2.0,84751.29000000001,5.0,8.0,Control
7119746,start,Test,0,14.0,174.0,33.0,F,2.0,29188.99,1.0,4.0,Test
7120519,start,Control,0,8.0,100.0,30.0,U,2.0,36929.93,4.0,7.0,Control
7120674,start,Control,0,8.0,101.0,44.0,U,2.0,34821.649999999994,1.0,4.0,Control
7120868,start,Control,0,14.0,179.0,57.0,F,2.0,50934.67,1.0,4.0,Control
7121165,start,Control,0,6.0,72.0,35.0,U,2.0,49168.53999999999,2.0,5.0,Control
7121375,start,Test,0,9.0,109.0,67.0,F,2.0,59947.65,3.0,6.0,Test
7121750,start,Control,0,23.0,276.0,69.0,U,2.0,243413.62,5.0,8.0,Control
7122737,start,Control,0,4.0,58.0,42.0,U,2.0,25786.33,0.0,3.0,Control
7122738,start,Test,0,19.0,232.0,41.0,M,2.0,34964.399999999994,2.0,5.0,Test
7123239,start,Control,0,6.0,73.0,26.0,U,2.0,37345.79,0.0,3.0,Control
7123695,start,Control,0,7.0,86.0,25.0,U,3.0,83825.7,5.0,8.0,Control
7123759,start,Control,0,15.0,184.0,54.0,F,2.0,24127.56,1.0,4.0,Control
7123998,start,Control,0,15.0,188.0,62.0,M,2.0,146984.57,3.0,6.0,Control
7124802,start,Test,0,4.0,59.0,44.0,F,2.0,75464.20999999999,0.0,4.0,Test
7125504,start,Test,0,15.0,190.0,49.0,F,2.0,27164.14,0.0,3.0,Test
7127698,start,Control,0,18.0,222.0,50.0,F,2.0,25641.96,0.0,3.0,Control
7127835,start,Test,0,15.0,181.0,73.0,F,2.0,173723.97999999998,6.0,9.0,Test
7128070,start,Control,0,21.0,254.0,42.0,M,2.0,389133.93,2.0,6.0,Control
7128250,start,Test,0,15.0,191.0,33.0,F,2.0,43846.52,2.0,5.0,Test
7128670,start,Test,0,15.0,191.0,52.0,F,2.0,40855.05,3.0,6.0,Test
7129797,start,Test,0,6.0,77.0,61.0,M,2.0,963970.84,6.0,9.0,Test
7129864,start,Control,0,28.0,336.0,29.0,M,3.0,55041.19,6.0,9.0,Control
7129956,start,Control,0,11.0,140.0,42.0,M,2.0,75206.16,2.0,5.0,Control
7130222,start,Test,0,4.0,59.0,37.0,U,2.0,25106.51,1.0,4.0,Test
7130735,start,Control,0,3.0,37.0,58.0,F,2.0,203729.41,1.0,4.0,Control
7131461,start,Test,0,14.0,174.0,47.0,M,3.0,389800.16,1.0,4.0,Test
7132018,start,Test,0,8.0,97.0,53.0,U,2.0,80029.36,4.0,7.0,Test
7132128,start,Control,0,31.0,379.0,34.0,F,2.0,98059.71,3.0,6.0,Control
7133113,start,Control,0,12.0,154.0,66.0,F,2.0,28748.56,3.0,6.0,Control
7133357,start,Test,0,5.0,61.0,20.0,F,2.0,25018.87,1.0,4.0,Test
7133511,start,Test,0,6.0,77.0,38.0,U,4.0,106530.39,6.0,9.0,Test
7133916,start,Test,0,21.0,253.0,74.0,F,2.0,67217.04999999999,3.0,6.0,Test
7134820,start,Test,0,15.0,189.0,45.0,F,2.0,275620.43,1.0,4.0,Test
7136531,start,Test,0,14.0,170.0,37.0,F,2.0,108466.99,0.0,3.0,Test
7136607,start,Test,0,12.0,145.0,75.0,M,2.0,121997.38,5.0,8.0,Test
7137061,start,Test,0,16.0,194.0,62.0,M,2.0,35761.78,0.0,3.0,Test
7137234,start,Test,0,6.0,73.0,66.0,U,2.0,363038.61,6.0,9.0,Test
7137381,start,Control,0,19.0,228.0,68.0,M,2.0,457830.63,3.0,7.0,Control
7137574,start,Test,0,24.0,294.0,59.0,M,2.0,66976.83,0.0,3.0,Test
7137684,start,Control,0,9.0,111.0,34.0,F,2.0,61068.72,2.0,5.0,Control
7138610,start,Control,0,3.0,38.0,77.0,U,2.0,35213.009999999995,5.0,8.0,Control
7139930,start,Control,0,9.0,111.0,62.0,F,2.0,105032.46,2.0,5.0,Control
